ClassDesc,Place,Name,RegNo,UserID,Time,Points
D,1.,Korpasová Tereza,TBM9898,2274,25:01,200
D,2.,Marková Eva,ZBM0954,33214,26:05,190
D,3.,Hlavová Hana,TBM8888,7010,26:21,182
D,4.,Kaiser Markéta,ZBM9456,7040,26:31,176
D,5.,Chromá Adéla,TBM8870,7009,26:52,172
D,6.,Coufalová Thea,ZBM1050,30108,27:12,170
D,7.,Jeřábková Jitka,TZL9453,6091,27:36,169
D,8.,Novotná Vendula,PHK0777,24759,28:32,168
D,9.,Hiklova Natalia,ZBM8350,27762,29:33,167
D,10.,Matušková Jana,RBK9999,37723,31:25,166
D,11.,Korpasová Lucie,TBM0151,2252,33:32,165
D,12.,Broschová Alžběta,RBK1151,25546,34:13,164
D,13.,Matulová Lucie,ADA8880,130,34:36,163
D,14.,Stachoňová Barbara,ZBM8451,6980,34:39,162
D,15.,Carbonara Hana La,TBM7652,5494,35:22,161
D,16.,Plachá Andrea,JPV7676,32013,35:39,160
D,17.,Linhartová Iva,ZBM9051,55866,36:09,159
D,18.,Plachá Aneta,JPV0555,32014,36:17,158
D,19.,Smítalová Jana,ZBM8053,51081,37:04,157
D,20.,Broschová Lucie,RBK7451,14834,38:20,156
D,21.,Toušová Zuzana,RBK8556,4082,38:45,155
D,22.,Bauerová Petra,nereg.,,39:03,154
D,23.,Kurfürstová Marie,FSP1050,25152,39:19,153
D,24.,Bártová Petra,RBK8252,54352,39:24,152
D,25.,Smětáková Ivana,HLV8153,1247,40:17,151
D,26.,Křížová Lenka,TTR8551,5833,40:44,150
D,27.,Drábková Zuzana,TBM8452,40707,41:04,149
D,28.,Kadlecová Jolana,BBM1052,47860,41:35,148
D,29.,Kozmonová Helena,PBM8751,56913,44:05,147
D,30.,Fučíková Hana,VBM7751,6304,44:38,146
D,31.,Sedláčková Alžběta,TBM7872,57239,44:39,145
D,32.,Grycová Veronika,TBM9859,5527,45:25,144
D,33.,Jégrová Kateřina,nereg.,,45:52,143
D,34.,Trtílková Hana,VBM8051,56086,46:23,142
D,35.,Tomanová Veronika,LBM7751,2271,46:41,141
D,36.,Hiklová Eva,ZBM0755,30963,46:41,140
D,37.,Eliášková Hana,LBM8051,38809,48:04,139
D,38.,Komárková Silvie,nereg.,,49:02,138
D,39.,Růžičková Zuzana,VBM9353,6334,50:24,137
D,40.,Kozumplíková Lucie,VBM8254,24950,51:51,136
D,41.,Utíkalová Kateřina,TBM9952,,55:01,135
D,42.,Vršková Dagmar,TBM7855,28989,55:29,134
D,43.,Šuláková Martina,nereg.,,55:30,133
D,44.,Dohnalová Květa,ZBM7954,53720,56:49,132
D,45.,Malá Alice,TBM7991,5503,57:37,131
D,46.,Králová Olga,BBM8750,56267,59:22,130
D,47.,Velešíková Monika,nereg.,,59:29,129
D,48.,Václavková Petra,ZBM7553,54081,61:08,128
D,49.,Velešíková Markéta,nereg.,,64:09,127
D,50.,Krakovičová Iva,nereg.,,67:26,126
D,51.,Beránková Julie,ZBM0956,33190,72:08,125
D,52.,Kyclová Jitka,LBM7450,32780,78:43,124
D,53.,Láčíková Sabina,nereg.,,96:33,123
D,54.,Dvořáková Bára,nereg.,,97:21,122
D,55.,Jarušková Radka,nereg.,,97:47,121
D,56.,Vaňková Karolína,nereg.,,99:12,120
D,DISK,Vespalcová Alena,ABR8080,58992,DISK,0
D,DISK,Beránková Šárka,ZBM7356,43262,DISK,0
