ClassDesc,Place,Name,RegNo,UserID,Time,Points
D,1.,Mulíčková Markéta,TBM0362,20,17:04,200
D,2.,Matulová Lucie,ADA8880,130,18:00,190
D,3.,Kociánová Lenka,VBM8553,6320,18:05,182
D,4.,Kurečková Klára,TBM0667,25340,18:36,176
D,5.,Hlavová Hana,TBM8888,7010,18:53,172
D,6.,Korpasová Tereza,TBM9898,2274,19:37,170
D,7.,Štěpánková Kateřina,TBM7654,5495,19:56,169
D,8.,Grycová Kateřina,TBM0058,5412,20:09,168
D,9.,Fuchsová Ema,TBM0653,24379,20:17,167
D,10.,Fučíková Hana,VBM7751,6304,20:25,166
D,11.,Hendrychová Zuzana,ZBM8954,7016,20:41,165
D,12.,Janíková Marie,UBM7852,,20:52,164
D,13.,Čechová Johana,TBM0888,21571,20:54,163
D,14.,Ryglová Adéla,TBM0857,13250,20:56,162
D,15.,Doušková Hana,TBM0659,26251,21:05,161
D,16.,Bártová Petra,RBK8252,54352,21:12,160
D,17.,Kočová Klára,ZBM0850,25033,21:34,159
D,17.,Finstrlová Lucie,ZBM0651,21678,21:34,159
D,19.,Zháňalová Barbora,ZBM9354,7036,21:36,157
D,20.,La Carbonara Hana,TBM7652,5494,21:41,156
D,21.,Chloupková Barbora,VBM8455,6319,21:50,155
D,22.,Malá Alice,TBM7991,5503,22:01,154
D,23.,Tomíčková Dana,TBM8062,35325,22:05,153
D,24.,Smětáková Ivana,HLV8153,1247,22:10,152
D,25.,Rotková Veronika,ZBM0854,31209,22:18,151
D,26.,Kočová Lenka,ZBM8160,6966,22:27,150
D,27.,Smítalová Jana,ZBM8053,51081,22:32,149
D,28.,Křístková Veronika,ZBM8379,6976,22:33,148
D,29.,Matulová Iva,ADA8451,4081,22:48,147
D,30.,Zimmerová Kateřina,KAM9850,7161,22:51,146
D,31.,Růžičková Zuzana,VBM9353,6334,23:02,145
D,32.,Sedláčková Alžběta,0100001,,23:30,144
D,33.,Fuchsová Marcela,TBM7260,31310,23:35,143
D,34.,Mikulová Klára,TBM0553,27481,23:41,142
D,35.,Kleiberová Eliška,CHC9952,51039,23:50,141
D,36.,Trtílková Hana,nereg.,,24:00,140
D,37.,Mazalová Monika,RBK9252,4091,24:41,139
D,38.,Doušková Vlasta,TBM7060,28026,24:44,138
D,39.,Šmelíková Hana,ASU6999,14270,24:48,137
D,40.,Stehlíková Alžbeta,0330003,,24:49,136
D,40.,Cicvárková Lucie,ZBM7651,27498,24:49,136
D,42.,Schwabová Kateřina,TBM7371,5479,24:51,134
D,43.,Sladká Magdalena,PBM8450,49090,25:07,133
D,44.,Barnatová Magda,ZBM0653,38151,25:31,132
D,44.,Václavková Petra,ZBM7553,54081,25:31,132
D,46.,Korpasová Ivana,LBM7362,2268,25:56,130
D,47.,Vrbková Adéla,TBM0851,54047,25:57,129
D,48.,Vlachová Eliška,STE9572,1934,26:02,128
D,49.,Podešvová Vlasta,ZBM9250,133,26:05,127
D,50.,Králová Olga,0260001,,26:24,126
D,51.,Richterová Julie,ADA0351,118,26:39,125
D,52.,Ondrůjová Lenka,nereg.,,27:06,124
D,53.,Košíková Jana,PBM8352,51544,27:19,123
D,54.,Hrušková Lenka,ZBM6251,6869,27:31,122
D,55.,Nováčková Obelczová Věra,ZBM7752,54456,27:42,121
D,56.,Janková Magda,nereg.,,28:05,120
D,57.,Tomanová Veronika,LBM7751,2271,28:12,119
