ClassDesc,Place,Name,RegNo,UserID,Time,Points
D,1.,Tollarová Markéta,0250001,,14:54,200
D,2.,Kaiser Markéta,ZBM9456,7040,15:26,190
D,3.,Hlavová Hana,TBM8888,7010,18:54,182
D,4.,Bžatková Kateřina,0160001,,19:33,176
D,5.,Sladká Magdalena,PBM8450,49090,19:40,172
D,6.,Mádlová Věra,PBM8951,7015,19:56,170
D,7.,La Carbonara Hana,TBM7652,5494,21:07,169
D,8.,Bártová Petra,RBK8252,54352,21:08,168
D,9.,Malá Alice,TBM7991,5503,21:37,167
D,10.,Hendrychová Zuzana,ZBM8954,7016,21:49,166
D,11.,Růžičková Zuzana,VBM9353,6334,21:52,165
D,12.,Polišenská Kateřina,0260001,,22:46,164
D,12.,Václavková Petra,ZBM7553,54081,22:46,164
D,14.,Křístková Veronika,ZBM8379,6976,23:06,162
D,15.,Obrátilová Naďa,ABM6654,32,23:14,161
D,16.,Kozmonová Helena,PBM8751,56913,23:55,160
D,17.,Jágrová Vlasta,SBK7789,4214,24:23,159
D,18.,Štefanová Markéta,0080004,,24:43,158
D,19.,Jégrová Eliška,0070002,,24:45,157
D,19.,Smětáková Ivana,HLV8153,1247,24:45,157
D,21.,Kočová Lenka,ZBM8160,6966,25:02,155
D,22.,Jégrová Kateřina,0070001,,25:19,154
D,23.,Provazník Ryglová Kateřina,TBM7372,5480,25:20,153
D,24.,Prokšová Radmila,0180001,,25:22,152
D,25.,Eliášková Hana,LBM8051,38809,26:15,151
D,26.,Cíchová Pavlína,TTR7452,28899,26:28,150
D,27.,Vaculínová Hana,TBM8354,,26:29,149
D,28.,Paletová Michaela,SRK0251,57462,26:35,148
D,29.,Bžatková Romana,0160002,,26:39,147
D,30.,Fučíková Hana,VBM7751,6304,26:53,146
D,31.,Janováčová Petra,RBK8558,53494,27:07,145
D,32.,Nehybková Klára,0280001,,27:33,144
D,33.,Čelechovská Zora,UBM7451,6141,28:09,143
D,34.,Kašparová Lenka,nereg.,,28:19,142
D,35.,Horsáková Barbora,0080006,,28:59,141
D,36.,Mesiarkinová Kamila,ZBM8282,20212,30:10,140
D,37.,Zajíčková Lenka,TBM7152,13253,30:26,139
D,38.,Bašeová Magdalena,0150001,,31:15,138
D,39.,Spáčilová Veronika,0080002,,31:47,137
D,40.,Götzová Soňa,RBK8351,40118,32:33,136
D,41.,Košíková Jana,PBM8352,51544,32:50,135
D,42.,Krakovičová Iva,KRA8201,,35:51,134
D,DISK,Moučková Andrea,RBK9257,4094,DISK,0
D,DISK,Finstrlová Lucie,ZBM0651,21678,DISK,0
D,DISK,Slamková Daniela,0110002,,DISK,0
H,1.,Dvořáček Michal,ZBM0513,51126,16:34,200
H,2.,Zimmermann Jakub,TBM8911,7014,16:36,190
H,3.,Mokrý Ondřej,ABM9410,72,17:28,182
H,4.,Stupal František,TBM8602,38086,17:41,176
H,5.,Cícha Václav,TTR0401,28898,17:46,172
H,6.,Cícha Matěj,TTR0102,28895,17:48,170
H,7.,Kinc Martin,0030001,,18:13,169
H,8.,Pauschek Karel,PBM8509,43973,18:38,168
H,9.,Locker Tomáš,SRK9802,5069,18:42,167
H,10.,Rada Štěpán,ABM0404,21,19:11,166
H,11.,Koča Jaroslav,ZBM8206,6968,19:18,165
H,12.,Eliáš Vojtěch,TBM0604,13245,19:23,164
H,13.,Chmelík Albert,0270001,,20:00,163
H,14.,Hažmuk Jáchym,0110004,,20:04,162
H,15.,Žemlík Boleslav,0080001,,20:20,161
H,16.,Kycl Michal,LBM0500,32782,20:25,160
H,17.,Šrubař Michal,ZBM8607,20213,20:42,159
H,18.,Obrtlík Václav,0080005,,21:32,158
H,19.,Valnoha David,ZBM0514,56532,21:52,157
H,20.,Liščinský Tomáš,TBM8411,6977,22:03,156
H,21.,Bžatek Vojtěch,0160003,,22:12,155
H,22.,Kavan Tomáš,TBM8603,6993,22:21,154
H,23.,Vaněk Dominik,0190001,,22:22,153
H,24.,Coufal Svatoš,ZBM6700,21807,22:46,152
H,25.,Janováč Dušan,RBK7804,53493,22:52,151
H,26.,Kurečka Robert,ABM7210,25339,23:17,150
H,27.,Cícha Radek,TTR7503,28897,23:35,149
H,28.,Eliášek Patrik,ZBM0814,38810,23:37,148
H,29.,Polášek Vojtěch,0230002,,23:47,147
H,30.,Žáček Zbyněk,0110010,,23:55,146
H,31.,Zelený Pavel,ZBM7302,25036,24:00,145
H,32.,Buřt Lukáš,0310001,,24:40,144
H,33.,Zelený Vladan,PBM0405,21921,24:41,143
H,34.,Baše Tomáš,ZBM7402,34722,24:46,142
H,35.,Mokrý Jan,ABM6611,31,25:20,141
H,36.,Krakovič Jan,KRA7801,,25:22,140
H,37.,Trávniček Petr,ADA8402,13381,25:29,139
H,38.,Karlík Jan,TBM8809,36082,25:39,138
H,39.,Šilar Radek,UBM7201,46467,26:35,137
H,40.,Mareček Jiří,ADA5901,4068,26:38,136
H,41.,Bárta Ladislav,RBK7802,54351,27:15,135
H,42.,Kycl Miroslav,LBM7100,32779,28:01,134
H,43.,Polášek Lukáš,0230001,,28:05,133
H,44.,Bok Petr,0070003,,29:05,132
H,45.,Jágr Jaroslav,SBK7549,12663,30:16,131
H,46.,Žemlík Daniel,0080008,,30:17,130
H,47.,Rudolf Tomáš,PBM8402,51550,35:43,129
H,48.,Růžička Tomáš,VBM8406,47326,40:37,128
H,49.,Stejskal Ondřej,UBM8805,24543,42:47,127
H,50.,Odehnal Luděk,ADA7400,16091,59:39,126
H,DISK,Skalický Jakub,0180002,,DISK,0
H,DISK,Podškubka Ondřej,0110013,,DISK,0
H,DISK,Kozmon Petr,PBM8301,56912,DISK,0
H,DISK,Paseka Tomáš,0170001,,DISK,0
H,DISK,Holáň Radim,ZBM7541,55079,DISK,0
H,DISK,Novotný Petr,0040001,,DISK,0
H,DISK,Bžatek Miroslav,0160004,,DISK,0
H,DISK,Vyhnalík Mirek,0110015,,DISK,0
H,DISK,Steinz Kolja,0110014,,DISK,0
H,MS,Rajnošek Matěj,ZBM8801,17077,17:35,0
HDD,1.,Rajnošek Jan,ZBM1409,55869,15:07,200
HDD,2.,Vlčková Veronika,0110011,,16:26,190
HDD,3.,Kozmonová Sára,PBM1552,56109,18:00,182
HDD,4.,Zemánková Magdaléna,RBK1451,57405,20:03,176
HDD,5.,Rajnošek Léna,BZR1750,56104,20:10,172
HDD,6.,Bárta Vítězslav,RBK1501,55822,20:40,170
HDD,7.,Vlčkovy Eliška a Nina,0110012,,20:56,169
HDD,8.,Balcarová Zora,ZBM1359,56380,21:28,168
HDD,9.,Stehlík Jakub,0240001,,21:49,167
HDD,10.,Janováčová Tereza,RBK1552,56479,21:54,166
HDD,11.,Beáta Mastná,0320001,,22:27,165
HDD,12.,Matulová Adéla,PBM1751,56011,24:04,164
HDD,13.,Salajka Eduard,LBM1601,,24:19,163
HDD,14.,Plíšek Tobiáš,nereg.,,24:26,162
HDD,15.,Janda Tobiáš,ZBM1902,57503,25:01,161
HDD,16.,Stein Vojtěch,0290002,,25:06,160
HDD,17.,Stein Antonin,0290001,,25:12,159
HDD,18.,Šicner Vojtěch,0110009,,25:32,158
HDD,19.,Sladká Meda,PBM1851,56112,26:16,157
HDD,20.,Zelinka Radim,PBM2020,57054,26:36,156
HDD,20.,Sedláková Barbora,0300001,,26:36,156
HDD,22.,Buřt Lukáš,0310002,,28:11,154
HDD,23.,Mejsnerová Zuzana,nereg.,,28:23,153
HDD,24.,Mejsnarová Adéla,nereg.,,28:26,152
HDD,25.,Hlucháňová Berta,ZBM1656,56873,28:50,151
HDD,26.,Katolický Karel,0210001,,28:58,150
HDD,27.,Trávníčková Jitka,0090001,,29:38,149
HDD,28.,Kozmon Tomáš,0130001,,30:33,148
HDD,29.,Paseková Anna Mia,0170003,,31:50,147
HDD,30.,Kaiser Tímea,0060001,,32:33,146
HDD,31.,Adam Trávníček,0090002,,35:04,145
HDD,32.,Pecka Martin,nereg.,,37:34,144
HDD,33.,Krakovič Jakub,KRA1601,,42:23,143
HDD,34.,Burdiláková Aneta,nereg.,,44:54,142
HDD,35.,Pažitný Mark,0110022,,46:06,141
HDD,36.,Svoboda Vítek,0110001,,46:23,140
HDD,37.,Šenk Severín,0110003,,51:18,139
HDD,38.,Kašpar Miroslav,nereg.,,51:50,138
HDD,DISK,Uher Bruno,nereg.,,DISK,0
HDD,DISK,Krakovič Jáchym,KRA1801,,DISK,0
ZV,1.,Trš Lubomír,PBM7302,14735,17:32,200
ZV,2.,Florian Michal,TBM6733,9574,18:59,190
ZV,3.,Jágrová Zuzana,RBK1051,42376,19:25,182
ZV,4.,Sedláčková Alžběta,TBM7872,57239,19:49,176
ZV,5.,Jordanov Nikolaj,VBM6501,6296,19:53,172
ZV,6.,Sedláček Petr,0140001,,20:31,170
ZV,7.,Hiršová Marcela,TBM7079,6301,21:28,169
ZV,8.,Otoupalík Jan,TBM7123,24376,21:55,168
ZV,9.,Provazník Dušan,ADA7301,44002,22:14,167
ZV,10.,Vaňková Gabriela,nereg.,,23:32,166
ZV,11.,Vaculín Vilém,TBM1305,42714,23:37,165
ZV,12.,Eliášek Jakub,LBM1101,38811,23:42,164
ZV,13.,Pulec Pavel,VBM6201,6295,23:44,163
ZV,14.,Minařík Luboš,TBM5711,5443,24:04,162
ZV,15.,Kříž Jan,TTR1201,25002,24:08,161
ZV,16.,Malá Lucie,TBM1165,37524,24:44,160
ZV,17.,Robotka Libor,PBM5303,3507,25:24,159
ZV,18.,Kozmon Lukáš,PBM1301,55588,25:44,158
ZV,19.,Hažmuk Zbyšek,0110005,,26:07,157
ZV,20.,Tesařová Jitka,RBK6451,4071,27:09,156
